REFID	TITLE	SUBTITLE	AUTHORS	COVER	YEAR1STPUB
14904	The Canadian State: Political Economy and Political Power		Panitch, Leo (ed.)	BC14904s-CanadianState.jpg	1977
14905	Canadian Students' Guide to Language, Literature, and Media		Barclay, Susanne; Coghill, Judith; Weeks, Peter	BC14905-GuidetoLanguage.jpg	2001
14906	The Canadian Style	A Guide to Writing and Editing		BC14906-CanadianStyle.jpg	1997
14908	The Penguin Book of Canadian Verse		Gustafson, Ralph	BC14908s-CanadianVerse.jpg	1958
14914	The Canadian Youth Hymnal			BC14914s-CanadianYouthHymnal.jpg	1939
14915	Candy		Southern, Terry; Hoffenberg, Mason	BC14915s-Candy.jpg	1958
14918	Canon Reflex Guide	A focal camera guide	Emanuel, W.D.	BC14918-CanonGuide.jpg	1970
14922	Capitalism, The Family, and Personal Life		Zaretsky, Eli	BC14922s-CapitalismFamily.jpg	1973
14927	A Caricature History of Canadian Politics		Bengough, J.W.	BC14927s-Caricature.jpg	1886
14928	Caring for Photographs		Editors of Time-Life Books	BC14928-CaringforPhotos.jpg	
14938	The Case of Comrade Tulayev		Serge, Victor	BC14938s-ComradeTulayev.jpg	1950
14939	Cassell's Compact French-English English-French Dictionary	Petit Dictionnaire Cassell Francais-Anglais Anglias-Francais	Douglas, J.H.; Girard, Denis; Thompson, W.	BC14939-FrenchEnglish.jpg	1904
14941	Castaway		Irvine, Lucy	BC14941-Castaway.jpg	
14954	Central American Women Speak for Themselves		Central America Today	BC14954-AmericanWomen-1.jpg	1983
14957	Challenging McWorld		Clarke, Tony; Dopp, Sarah	BC14957-ChallengingMcWorld.jpg	2001
14958	Chambers Biographical Dictionary		Rockwood, Camilla (ed.)	BC14958-BiographicalDict.jpg	1897
14959	Chambers Dictionary of World History			BC14959-ChambersHistory.jpg	1993
14961	Changing The Cogs	Activists and the Politics of Technology	Martin, Brian	BC14961-ChangingCogs.jpg	1979
14975	Children of the Holocaust	Stories of Sons and Daughters of Survivors	Epstein, Helen	BC14975s-ChildrenHolocaust.jpg	1979
14977	Child's Body			BC14977s-ChildsBody.jpg	
14978	A Child's Garden of Grass	The Official Handbook for Marijuana Users	Margolis, Jack; Clorfene, Richard	BC14978s-ChildsGarden.jpg	1969
14987	Chomsky on MisEducation		Chomsky, Noam; edited and introduced by Donald Macedo	BC14987-MisEducation.jpg	2000
14989	Choosing and Using a News Alert Service		Berkman, Robert	BC14989-NewsAlertService.jpg	2004
15000	Chronology of the Modern World 1763 -   1965		Williams, Neville	BC15000-ModernChronology.jpg	1965
15001	The Chrysalids		Wyndham, John	BC15001s-Chrysalids.jpg	
15007	The City of Montreal Style guide	A Handbook for Translators, Writers and Editors	Trahan, Victor	BC15007-MontrealStyleGuide.jpg	2001
15009	City Survival - City Resistance		Hanson, William J.	BC15009-CitySurvival.jpg	
15013	The Claiming of Sleeping Beauty		Rice, Anne (writing as A.N. Roquelaure)	BC15013-SleepingBeauty.jpg	
15014	Class and Colour in South Africa 1850-1950		Simons, H.J.; Simons, R.E.	BC15014s-ClassColourSouthAfrica.jpg	1969
15015	The Class Nature of Israel		Hanegbi, Haim; Machover, Moshe; Orr, Akiva	BC15015-ClassIsrael.jpg	1971
15021	Claudius The God		Graves, Robert	BC15021s-ClaudiusGod.jpg	1934
15301	Codes, Ciphers and Secret Writing		Gardner, Martin	BC15301s-CodesCiphers.jpg	
15302	Cointelpro	The FBI's Secret War on Political Freedom	Blackstock, Nelson	BC15302s-Cointelpro.jpg	1976
15305	Collected Works of William Shakespeare	Volume 1	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15306	Collected Works of William Shakespeare	Volume 2	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15307	Collective Bargaining Course Book		OPSEU Education Dept.	BC15307-CollectiveBargaining.j	1979
15311	Collegian 1965-66			BC15311s-Collegian.jpg	1966
15312	Collins Dictionary & Thesaurus	Compliments of Sources		BC15312s-CollinsDictionary.jpg	1990
15313	Columbus and the Fat Lady		Cohen, Matt	BC15313s-Columbus.jpg	1972
15322	Common Life	An Observation	van Woerkom, Fons	BC15322s-CommonLife.jpg	1976
15326	Common Sense for Hard Times	The Power of the Powerless to Cope with Everyday life and Transform Society in The Nineteen Seventies	Brecher, Jeremy; Costello, Tim	BC15326-CommonSenseHard.jpg	1976
15332	The Communist Club's Guide to Radical Student Politics			BC15332s-CommunistGuide.jpg	
15333	The Communist Movement	From Comintern to Cominform	Claudin, Fernando	BC15333s-CommunistMovement.jpg	1970
15334	The Communist Threat to Canada		Canadian Chamber of Commerce	BC15334s-CommunistThreat.jpg	1947
15346	The Compleat Turkey	A Comprehensive Guide With Over Three Illustrations	Boynton, Sandra	BC15346s-CompleatTurkey.jpg	1980
15348	Complete Book of Self-Defence		Tegner, Bruce	BC15348s-CompleteBook.jpg	
15349	The Complete Canadian Health Guide		Engel, June	BC15349-HealthGuide.jpg	1993
15354	The Complete Photographer		Feininger, Andreas	BC15354-CompletePhotog.jpg	1965
15355	The Complete Plain Words		Gowers, Sir Ernest	BC15355-PlainWords.jpg	1948
15360	The Complete Works of William Shakespeare	Volume 1	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15361	The Complete Works of William Shakespeare	Volume 2	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15362	The Complete Works of William Shakespeare	Volume 3	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15363	The Complete Works of William Shakespeare	Volume 4	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15364	The Complete Works of William Shakespeare	Volume 5	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15365	The Complete Works of William Shakespeare	Volume 6	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15366	The Complete Works of William Shakespeare	Volume 7	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15367	The Complete Works of William Shakespeare	Volume 8	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15368	The Complete Works of William Shakespeare	Volume 9	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15369	The Complete Works of William Shakespeare	Volume 10	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15370	The Complete Works of William Shakespeare	Volume 11	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15371	The Complete Works of William Shakespeare	Volume 12	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15372	The Complete Works of William Shakespeare	Volume 13	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15373	The Complete Works of William Shakespeare	Volume 14	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15374	The Complete Works of William Shakespeare	Volume 15	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15375	The Complete Works of William Shakespeare	Volume 16	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15376	The Complete Works of William Shakespeare	Volume 17	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15377	The Complete Works of William Shakespeare	Volume 18 - Memoirs	Shakespeare, William	BC15305-CollectedShakesp.jpg	
15383	Computer Tips for Artists, Designers and Desktop Publishers		Wills, Scott	BC15383-ComputerTips.jpg	1997
15384	Concise Dictionary of Art & Artists		Chilvers, Ian	BC15384-ArtArtists.jpg	1990
15386	The Concise Oxford Chronology of English Literature		Cox, Michael	BC15386-ChronologyLit.jpg	2004
15387	The Concise Oxford Companion to Canadian Literature		Toye, William (ed.)	BC15387-CanadianLiterature.jpg	
15390	Confederation		Cook, Ramsay; Brown, Craig; Berger, Carl	BC15390s-Confederation.jpg	1967
15392	Conference Planning			BC15392-Conference.jpg	1970
15395	Connexions: Work		Ward, Colin	BC15395s-ConnexionsWork.jpg	1972
15396	The Conquest of Happiness		Russell, Bertrand	BC15396s-Conquest.jpg	1930
15397	Conscription 1917		Willms: Cook, Ramsay; Bliss, J. M.; Robin, Martin	BC15397s-Conscription1917.jpg	
15401	Constructive Anatomy		Bridgeman, George	BC15401-Anatomy.jpg	1920
15404	Consulting	The Complete Guide to a Profitable Career	Kelley, Robert E.	BC15404s-ConsultingCareer.jpg	1981
15411	Continuous Excursions	Politics and Personal Life	Colman, Marshall	BC15411s-ContinuousExcursions.jpg	1982
15416	Coping With Cholesterol	Dietary and Lifestyle Guidelines for Reducing Heart Disease Risk Factors	Martin, Lisa; Mansfield, Elizabeth; McPherson, Ruth	BC15416s-CopingCholesterol.jpg	
15423	Cordwood Masonry Houses	A Practical Guide for the Owner-Builder	Roy, Robert L.	BC15423s-CordwoodHouses.jpg	1980
15426	The Corporations and the State	Essays in the Theory of Capitalism and Imperialism	O'Connor, James	BC15426-Corporations.jpg	1974
15436	Counter-Planning on the Shop Floor		Watson, Bill	BC15436s-Counter-Planning.jpg	1971
15437	The Counter-Revolution in Ireland		Van der Straeten, Serge;  Daufouy, Philippe	BC15437s-CounterRevolution.jpg	1972
15439	Coup d'etat	A Practical Handbook	Luttwak, Edward	BC15439-CoupdEtat.jpg	
15440	Courbet		Rubin, James. H.	BC15440s-Courbet.jpg	1997
15442	Course Union Organisers' Handbook			BC15442-CourseUnion.jpg	1973
15445	CP Style Book	A Guide for Writers and Filing Editors		BC15445s-Stylebook.jpg	
15446	Cracker	The Big Crunch	Holliday, Liz	BC15446s-Cracker.jpg	1995
15450	Creative Collage Techniques	A ste-by-step guide including 52 demonstrations and the work of over 60 artists	Leland, Nita; Williams, Virgina Lee	BC15450-CollageTechniques.jpg	1994
15451	Creative Growth Games	75 Fascinating games to expand your imagination	Raudsepp, Eugene; Hough, George P. Jr.	BC15451-CreativeGrowthGame.jpg	1977
15452	Creative Still Life Photography	Master Class Photography Series	Pendleton, Bruce	BC15452s-CreativePhotography.jpg	1982
15454	Crestwood Heights	A Study of the Culture of Suburban Life	Seeley, John R.	BC15454s-CrestwoodHeights.jpg	1956
15456	Critical Theory of Society		Wellmer, Albrecht	BC15456s-CriticalTheory.jpg	1974
15462	Cry, the Beloved Country		Paton, Alan	BC15462s-CryBeloved.jpg	1948
15463	Cryptoanalysis	A Study of Ciphers and their Solution	Gaines, Helen Fouche	BC15463s-Cryptanalysis.jpg	1956
15464	Cryptography	The Science of Secret Writing	Smith, Laurence Dwight	BC15464s-Cryptography.jpg	
15465	Cuba	Anatomy of Revolution	Huberman, Leo; Sweezy, Paul M.	BC15465s-CubaAnatomy.jpg	1960
15467	The Cultural Revolution in China		Robinson, Joan	BC15467s-CulturalRevolution.jpg	1969
15472	Dada, Surrealism, and Their Heritage		Rubin, William S.	BC15472-DadaSurrealism.jpg	1968
15477	The Dark Frontier		Ambler, Eric	BC15477s-TheDarkFrontier.jpg	
15479	Darkness at Noon		Koestler, Arthur	BC15479s-Darknessat.jpg	1940
15480	Darkroom Dynamics	A Guide to Creative Darkroom Techniques	Stone, Jim, ed.	BC15480-Darkroom.jpg	1979
15497	Deal the First Deadly Blow!			BC15497s-FirstDeadlyBlow.jpg	
15504	Mai 68 - Debut d'une Luttle Prolonge#	Posters from the Revolution, Paris May 1968	Atelier Populaire	BC15504s-Mai68.jpg	1969
15508	Decline of the English Murder	And Other Essays	Orwell, George	BC15508s-EnglishMurder.jpg	1950
15511	Defend Yourself With Karate		Harrington, A.P.	BC15511s-DefendYourself.jpg	1971
15521	Derailed	The Betrayal of the National Dream	Bercuson, David J.; Cooper, Barry	BC15521s-Derailed.jpg	1994
15523	Desert Solitaire	A season in the wilderness	Abbey, Edward	BC15523-DesertSolitaire.jpg	1990
15524	Design for the Real World	Human Ecology and Social Change	Papanek, Victor	BC15524s-Papanek-DesignRealWorld.jpg	1970
15526	The Design of Everyday Things		Norman, Donald A.	BC15526s-DesignEveryday.jpg	1988
15527	Design Principles for Desktop Publishing			BC15527-DesktopDesign.jpg	
15537	Deutscher Kitsch		Killy, Walther	BC15537s-DeutscherKitsch.jpg	1973
15538	Deutschland	Ein apartes Reisebuch	Lobmeyer, Brigitte	BC15538s-Deutschland.jpg	1954
15545	Dialectical Materialism & Psychoanalysis		Reich, Wilhelm	BC15545s-Dialectical.jpg	1929
15549	Dichtung und Wahrheit	Erster Teil	Goethe, Johann Wolfgang	BC15549s-Dichtung.jpg	
15550	Dichtung und Wahrheit	Zweiter Teil	Goethe, Johann Wolfgang	BC15550s-Dichtung2.jpg	
15551	Dichtung und Wahrheit	Dritter und VierterTeil	Goethe, Johann Wolfgang	BC15551s-Dichtung4.jpg	
15552	The Dictatorship of the Proletariat		Kautsky, Karl	BC15552s-Dictatorship.jpg	1918
15554	Dictionary of Architecture and Landscape Architecture		Curl, James Stevens	BC15554-ArchitectureDict.jpg	1999
15558	A Dictionary of Contemporary World History	From 1900 to the Present Day	Palmowski, Jan	BC15558-ContempHistory.jpg	1997
15559	Dictionary of Modern Chess		Horton, Byrne J.	BC15559s-DictionaryChess.jpg	1959
15560	A Dictionary of Modern English Usage		Fowler, H.W.	BC15560s-FowlersModern.jpg	
15564	Dictionary of the Internet		Ince, Darrel	BC15564s-DictionaryInternet.jpg	2001
15582	Directory of U.S. Mail Drops		Hoy, Michael	BC15582s-MailDrops.jpg	
15585	The Discoverers	A History of Man's Search to Know His World and Himself	Boorstin, Daniel J.	BC15585s-Discoverers.jpg	1983
15590	The Disinherited		Cohen, Matt	BC15590s-Disinherited.jpg	1974
15593	The Divided Self		Laing, R. D.	BC15593s-DividedSelf.jpg	1960
15595	Do It	Scenarios of the Revolution	Rubin, Jerry	BC15596s-RubinDoIt.jpg	1970
15599	Strange Case of Dr Jekyll and Mr Hyde		Stevenson, Robert Louis	BC15599s-JekyllHyde.jpg	1886
15605	Dog Soldiers		Stone, Robert	BC15605s-DogSoldier.jpg	1973
15606	Dogbert's Clues for the Clueless	All-New Original Cartoons Featuring Dogbert from the Nationally Syndicated Dilbert strip	Adams, Scott	BC15606s-CluesClueless.jpg	1993
15607	Doing & Saying the Right thing		Bonner, Allan	BC15607-SayingRightThing.jpg	2004
15610	Dominion of the North	A History of Canada	Creighton, Donald	BC15610s-DominionNorth.jpg	1962
15611	Don Quixote		Cervantes, Miguel de	BC15611s-DonQuixote.jpg	1950
15613	Don't Ever Change, Boopsie		Trudeau, G.B	BC15613s-DontChange.jpg	1971
15617	The Double E		Goodman, Percival	BC15617-DoubleE.jpg	1977
15619	Down and Out in Paris and London		Orwell, George	BC15619s-DownAndOut.jpg	1933
15622	Drawing on the Right Side of the Brain		Edwards, Betty	BC15622s-DrawingRight.jpg	1979
15625	Drowned Hopes		Westlake, Donald	BC15625s-DrownedHopes.jpg	1990
15633	Durchs Wilde Kurdistan		May, Karl	BC15633-Kurdistan.jpg	
15637	Dynamics of Modernization	A Study in Comparative History	Black, C.E.	BC15637s-Dynamics.jpg	1967
15643	The East York Workers' Association	A Response to the Great Depression	Schulz, Patricia V.	BC15643s-EastYorkWorkers.jpg	1975
15647	Ecology as Politics		Gorz, Andre	BC15647-EcologyPolitics.jpg	1980
15654	The Economic Transformation of Cuba	A First-Hand Account	Boorstein, Edward	BC15654s-EconomicCuba.jpg	1969
15657	The Economy of Cities		Jacobs, Jane	BC15657-EconomyOfCities.jpg	1970
15658	Ecotactics	The Sierra Club Handbook for Environment Activists		BC15658-Ecotactics.jpg	1970
15659	Editing Canadian English			BC15659-EditingEnglish.jpg	1987
15668	Effective Business Communications		Murphy, Herta A.; Peck, Charles E.	BC15668s-EffectiveBusComm.jpg	1972
15670	Effective Purchasing of Research Services in the Private and Public Sectors			BC15670-PurchasingResearch.jpg	1992
15671	Eggs Beautiful	How to Make Ukrainian Easter Eggs	Luciow, Johanna	BC15671-UkrEggs.jpg	1975
15674	Eight Little Piggies	Reflections in Natural History	Gould, Stephen Jay	BC15674-8LittlePiggies.jpg	1993
15677	1837: Revolution in the Canadas		Keilty, Greg	BC15677s-1837Revolution.jpg	1974
15679	84 Card Tricks		Morris, Hugh	BC15679s-84Cards.jpg	1936
15680	100 W÷rter des Jahrhunderts			BC15680-100Worter.jpg	1999
15683	Einigkeit und Recht und Freiheit	in der deutschen Geschichte und Gegenwart		BC15683s-EinigkeitRecht.jpg	1987
15695	The Emanuel Lasker	Life of a Chess Master	Hannak, J.	BC15695s-EmanuelLasker.jpg	1952
15696	The Emergence of the Canadian Working Class Movement	1845-1875	Langdon, Steven	BC15696s-Emergence.jpg	1975
15699	Emil und die Detektive		K#stner, Erich	BC15699s-Emil.jpg	1938
15701	Emmanuelle 1	The Art of Guido Crepax	Crepax, Guido	BC15701-Emmanuelle.jpg	1989
15705	Empire and Communications		Innis, Harold A.	BC15705-EmpireCommunic.jpg	1950
15707	The Empire City		Goodman, Paul	BC15707s-EmpireCity.jpg	1942
15709	The Empire of the St. Lawrence		Creighton, Donald	BC15709s-EmpireSt.Lawrence.jpg	1956
15711	Employee Management for Small Business		Grensing-Pophal, Lin	BC15711s-EmploymentManagement.jpg	2005
15714	Encyclopedia of Card Tricks		Hugard, Jean	BC15714s-EncyclopediaCard.jpg	1937
15716	The Encyclopedia of Witchcraft and Demonology		Robbins, Rossell Hope	BC15716s-Witchcraft.jpg	1959
15718	England in the Late Middle Ages	History of England	Myers, A. R.	BC15718s-England.jpg	1952
15721	Enoch Arden		Tennyson, Lord	BC15721s-EnochArden.jpg	
15730	Eros and Civilization	A Philosophical Inquiry Into Freud	Marcuse, Herbert	BC15730s-ErosCivilization.jpg	1955
15731	Eros Denied	Sex in Western Society	Young, Wayland	BC15731-ErosDenied.jpg	1964
15732	The Erotic Arts		Webb, Peter	BC15732s-EroticArts.jpg	1975
15733	Erotic Fantasies	A Study of the Sexual Imagination	Kronhausen, Phyllis & Eberhard	BC15733s-EroticFantasies.jpg	1969
15737	Escape From Canada!	The Amazing Untold Story of German POWs in Canada, 1939-1945	Melady, John	BC15737s-EscapeFromCanada.jpg	1981
15744	The Essential Gandhi	His Life, Work and Ideas: An Anthology	Fischer, Louis (ed.)	BC15744-EssentialGandhi.jpg	1962
15761	Everyday Life in the Modern World		Lefebvre, Henri	BC15761s-EverydayLife.jpg	1968
15781	The Exploits of Sherlock Holmes		Conan Doyle, Adrian	BC16953s-ExploitsofSherlock.jpg	1963
15785	The Extreme Searcher's Guide to Web Search Engines	A Handbook for the Serious Searcher	Hock, Randolph	BC15785-SearchEngines.jpg	1999
15786	Eyes	Your personal health series	Kwitko, Dr. Marvin; Kwitko, Adam Bradley	BC15786-Eyes.jpg	1994
15787	Fables of Aesop		Radice, Betty	BC15787s-FablesOfAesop.jpg	1954
15790	Facts About Germany: The Federal Republic of Germany.		Romer, Karl	BC15790-FactsGermany.jpg	1989
15791	Facts about Yugoslavia		Lakicevic, Nebojsa (ed.)	BC15791s-FactsYugoslavia.jpg	1967
15793	Fahrenheit 451		Bradbury, Ray	BC15793s-Fahrenheit451.jpg	1953
15795	Failure of a Dream?	Essays in the History of American Socialism	Laslettt, John H. M.; Lipset, Seymour Martin	BC15795s-FailureofDream.jpg	1974
15796	The Failure of American Liberalism	After the Great Society	Gettleman, Marvin E.; Mermelstein, David	BC15796s-FailureofAmerican.jpg	1967
15798	The Fall of the House of Habsburg		Crankshaw, Edward	BC15798s-FallofHapsburg.jpg	1963
15799	The Faltering Economy	The Problem of Accumulation Under Monopoly Capitalism	Foster, John Bellamy; Szlajfer, Henryk	BC15799s-FalteringEconomy.jpg	1984
15801	Family Medical Guide		Cooley, Donald G.;  Zuckerman Paul	BC15801-MedicalGuide.jpg	1964
15804	The Fantastic Creatures of Edward Julius of Detmold		Larkin, David (ed.)	BC15804s-FantasticCreatures.jpg	1976
